202,24
45.3298,45.4243,45.3382,45.28,45.4195,45.4627,44.857,45.1787,44.9409,45.1112,45.1656,45.0963,45.0865,45.0025,43.9192,44.0418,44.1649,44.0705,44.4279,45.173,45.408,45.386,45.3301,45.2986,45.4391
45.449,45.5856,45.2975,45.4403,45.2576,44.8563,45.1282,44.8581,45.0312,45.168,45.0926,45.1131,45.2084,43.9349,44.0537,43.7456,43.7885,44.4161,44.5441,45.4063,45.3838,45.3618,45.1602,45.1311,45.3561
45.62,45.84,45.4576,45.6005,44.9674,45.1275,44.8665,45.0381,45.0921,45.0912,45.1407,45.2235,44.7612,44.0695,43.7697,44.1426,44.1482,44.5368,45.4039,45.382,45.3595,45.3375,45.4992,45.37,45.4874
45.8695,45.2513,45.6178,45.4322,45.052,44.8668,45.0453,45.099,45.0236,45.1512,45.2391,44.8587,43.894,44.196,44.1684,44.4244,44.608,45.402,45.3796,45.3578,45.3352,45.1902,45.4199,45.4802,45.4009
45.27,45.4116,45.4747,44.8674,45.1419,45.0512,45.1062,45.1599,45.1419,45.245,44.9599,43.9074,44.0286,43.6833,44.435,45.0779,44.6591,45.3777,45.3553,45.3623,45.1811,45.3874,45.4728,45.3937,45.5044
45.4302,45.266,44.8519,45.1406,44.9351,45.1121,45.1671,45.0959,45.0146,44.9974,43.9213,44.042,44.1632,44.07,45.247,45.1853,45.4091,45.3534,45.3311,45.3276,45.4214,45.409,45.3863,45.5424,45.5979
45.2372,44.963,45.1222,44.8613,45.033,45.1671,45.0917,45.1158,45.0602,43.9357,44.0559,44.1766,43.7942,44.4149,45.1421,45.407,45.3848,45.3308,45.1643,45.1724,45.4123,45.4996,45.3002,45.5875,45.7012
44.9782,45.0546,44.8691,45.0409,45.0939,45.0916,45.1474,45.225,44.037,44.0703,44.1905,43.7488,44.1524,44.536,45.4049,45.3827,45.3606,45.1632,45.484,45.3601,45.4916,45.4131,45.3505,45.7236,45.7019
45.0458,45.1316,45.0475,45.1018,45.022,45.1478,45.2429,44.8685,43.8934,44.1952,43.702,44.1187,44.6184,45.402,45.3806,45.3585,45.3363,45.4881,45.4184,45.4854,45.4051,45.3266,45.6402,45.695,45.7046
45.1668,44.944,45.1083,45.1626,45.1414,45.2431,44.9842,43.9088,44.028,43.6856,44.0837,44.5348,44.6655,45.3777,45.3563,45.3465,45.1854,45.4188,45.4767,45.3989,45.3186,45.413,45.6102,45.6616,45.7064
44.9136,45.0299,45.1692,45.0943,45.0087,44.985,43.9235,44.0434,43.7365,44.0638,44.4484,44.6123,45.4094,45.3535,45.3984,45.341,45.4056,45.47,45.3902,45.5155,45.394,45.6674,45.7298,45.7131,45.7865
45.037,45.0908,45.0905,45.1278,45.0609,43.9377,44.057,44.178,44.1325,44.3997,44.5571,45.407,45.3851,45.3308,45.2976,45.1918,45.4108,45.3835,45.3037,45.5948,45.6591,45.6319,45.7201,45.7932,45.6479
45.0979,45.0246,45.1566,45.2317,44.0329,44.0722,43.7514,43.7444,44.4202,44.5264,45.4045,45.3827,45.3608,45.1631,45.1306,45.3554,45.4953,45.303,45.3588,45.7079,45.6253,45.7026,45.8002,45.6376,45.5792
45.0158,45.1422,45.2481,44.912,43.8974,44.1934,44.1486,44.1154,45.0097,45.4025,45.3802,45.3584,45.3366,45.4885,45.3699,45.4879,45.4088,45.3569,45.6438,45.6999,45.7109,45.6952,45.8798,45.6083,45.5817
45.1398,45.018,45.0179,43.9148,44.032,43.6912,44.4268,44.5266,45.203,45.3782,45.3559,45.3342,45.1865,45.4189,45.4802,45.4014,45.3223,45.643,45.613,45.6915,45.7027,45.7753,45.6898,45.5406,45.4171
44.9868,45.0597,43.9293,44.0493,43.7381,44.0759,45.1137,44.6071,45.4095,45.3539,45.3317,45.1768,45.4011,45.4701,45.3937,45.5025,45.4027,45.6124,45.7262,45.7085,45.7828,45.8554,45.4601,45.4359,45.7314
45.0637,44.0394,44.0638,44.1839,44.1343,44.4294,45.1766,45.4067,45.3852,45.3303,45.1667,45.4376,45.4104,45.3835,45.5404,45.5984,45.6629,45.727,45.7165,45.7885,45.8629,45.6736,45.7492,45.7878,45.5486
44.0178,43.8905,44.1984,43.7244,44.421,44.5452,45.4045,45.3825,45.361,45.1613,45.4753,45.4139,45.4963,45.3029,45.5883,45.7002,45.6283,45.7227,45.7966,45.6447,45.6786,45.4737,45.3414,45.5467,45.5262
43.906,44.025,43.6754,44.1005,45.0218,45.4015,45.3802,45.3582,45.3234,45.495,45.4176,45.4877,45.4098,45.3567,45.7217,45.7022,45.7071,45.8029,45.8767,45.5885,45.4695,45.668,45.5448,45.5243,45.6417
44.0406,43.7354,44.064,44.49,45.1999,45.3773,45.3559,45.3339,45.3608,45.4195,45.4788,45.4012,45.3233,45.6429,45.6957,45.7063,45.6993,45.8771,45.6878,45.5685,45.7795,45.4739,45.5224,45.6009,45.0743
43.7442,44.1314,44.3997,44.5838,45.4088,45.353,45.3545,45.1758,45.2202,45.4717,45.3923,45.3147,45.4052,45.6124,45.6666,45.7062,45.7794,45.6881,45.4618,45.4232,45.5671,45.5517,45.5001,44.9638,43.5495
44.141,44.4197,44.5262,45.4057,45.3845,45.3312,45.3349,45.441,45.3484,45.3852,45.3057,45.3847,45.6639,45.727,45.7133,45.7863,45.8595,45.4616,45.7391,45.7499,45.5498,45.5293,45.8071,43.4646,43.5364
44.4238,45.002,45.4031,45.3814,45.3603,45.1647,45.1839,45.4143,45.4967,45.3013,45.3636,45.6551,45.6291,45.7227,45.7934,45.6482,45.6763,45.7405,45.3578,45.548,45.5275,45.5069,45.5233,43.6008,43.6569
45.0668,44.6804,45.3788,45.3571,45.3274,45.4824,45.357,45.4869,45.4102,45.3531,45.6459,45.622,45.7061,45.8028,45.6393,45.5784,45.4714,45.3555,45.5458,45.5256,44.9756,45.5563,43.8992,43.6417,43.5326
45.1882,45.4101,45.3545,45.3329,45.3573,45.4183,45.4789,45.4004,45.4833,45.6414,45.6147,45.715,45.6984,45.8771,45.6032,45.5827,45.6818,45.544,45.5233,45.6279,45.1228,44.9489,43.2712,43.5398,43.6191
45.4073,45.3858,45.3303,45.1716,45.2153,45.4684,45.3924,45.3139,45.6036,45.6111,45.7242,45.7063,45.7785,45.6894,45.5485,45.4167,45.4512,45.5216,45.5009,45.0366,43.5867,43.8318,43.5473,43.6263,43.5218
45.383,45.3615,45.1611,45.4568,45.3496,45.3819,45.5052,45.3828,45.6888,45.7286,45.7146,45.7865,45.8586,45.4605,45.432,45.7303,45.5506,45.5008,45.7769,43.5202,43.5081,43.3682,43.6338,43.4813,43.4761
45.3587,45.3373,45.496,45.4158,45.4944,45.3045,45.5978,45.6542,45.7057,45.7211,45.7947,45.8666,45.6757,45.7468,45.7752,45.5486,45.5281,45.7798,45.4544,43.5588,43.6636,43.5205,43.7197,43.6781,43.646
45.3423,45.1894,45.4196,45.4832,45.4078,45.3601,45.7011,45.6214,45.7284,45.8013,45.8748,45.6811,45.4719,45.3454,45.5466,45.5262,45.5057,45.4606,43.8912,43.6516,43.5265,43.607,43.6894,43.3715,43.525
45.3447,45.3905,45.4739,45.3967,45.4866,45.6444,45.7021,45.7158,45.698,45.8786,45.6866,45.4674,45.6788,45.5446,45.5242,45.6422,45.5996,43.8918,43.2826,43.5349,43.613,43.6936,43.351,43.6489,43.5309
45.1972,45.4093,45.3874,45.3102,45.6027,45.6135,45.706,45.7071,45.7781,45.6891,45.4628,45.7054,45.4563,45.5221,45.6119,45.0753,45.049,43.2819,43.5436,43.6215,43.5395,43.6464,43.6595,43.5541,43.5042
45.354,45.4989,45.3009,45.3741,45.6907,45.7256,45.7145,45.7872,45.6536,45.4608,45.733,45.4127,45.5508,45.5003,44.9954,43.55,43.8436,43.5505,43.6301,43.5071,43.4629,43.4289,43.5597,43.5099,43.5714
45.4889,45.4124,45.3521,45.6505,45.7052,45.7242,45.7946,45.8673,45.5632,45.7453,45.3677,45.5486,45.5284,45.7988,43.4902,43.5362,43.3512,43.637,43.7166,43.4872,43.6475,43.6192,43.5158,43.5771,43.437
45.4024,45.3259,45.6409,45.6184,45.7247,45.8043,45.6487,45.6815,45.6043,45.3478,45.5464,45.5261,45.5059,45.504,43.5804,43.6569,43.5252,43.7166,43.6845,43.6447,43.5286,43.5382,43.583,43.6444,43.479
45.4986,45.4113,45.6107,45.7196,45.7002,45.8757,45.5766,45.467,45.4068,45.5444,45.5242,45.5037,45.5903,43.8969,43.6467,43.5326,43.6117,43.6846,43.3599,43.5218,43.5434,43.4949,43.6497,43.433,43.619
45.5995,45.6667,45.7291,45.7104,45.7803,45.6873,45.5859,45.7078,45.7004,45.522,45.5909,45.6729,45.0272,43.2746,43.5403,43.6191,43.6982,43.3598,43.6549,43.5201,43.4996,43.5622,43.4302,43.5082,43.741
45.6978,45.6313,45.719,45.7905,45.6527,45.4623,45.415,45.4088,45.5509,45.5004,44.9386,45.2167,43.8411,43.5483,43.6268,43.7056,43.6541,43.6549,43.5573,43.5061,43.5669,43.6295,43.5004,43.6481,43.994
